都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
222038,,静岡県,沼津市,有料老人ホーム青空,ユウリョウロウジンホームアオゾラ,特定施設入居者生活介護,沼津市小諏訪１５－１,,,,055-926-9600,,055-927-2600,,社会福祉法人青空,2271101863,月～日,,18,,
222038,,静岡県,沼津市,たいようデイサービスセンター,タイヨウデイサービスセンター,地域密着型通所介護,沼津市原町中一丁目8-1,,,,055-966-5541,,055-919-4357,,株式会社ＡＳＡ,2271101897,月～土,日曜・祝祭日・ＧＷ・年末年始を除く,10,,
222038,,静岡県,沼津市,デイサービス大諏訪の家,デイサービスオオズワノイエ,地域密着型通所介護,沼津市大諏訪369-1,,,,055-941-7751,,055-941-7752,,有限会社フェイス,2271101913,月～日,,10,,
222038,,静岡県,沼津市,有料老人ホーム　アージェントきせがわ,ユウリョウロウジンホーム　アージェントキセガワ,特定施設入居者生活介護,沼津市大岡１１５２番地,,,,055-964-1177,,055-964-1188,,株式会社アージェント,2271101970,月～日,,47,,
222038,,静岡県,沼津市,ケアサロン．カシミヤ,ケアサロン　カシミヤ,訪問介護,沼津市沢田町２番１号,,,,055-941-7084,,055-941-7094,,合同会社カシミヤ,2271101988,月～金,12/29～1/3を除く,-,,
222038,,静岡県,沼津市,デイサービスみのり,デイサービスミノリ,地域密着型通所介護,沼津市石川509-1,,,,055-969-2366,,055-969-2367,,有限会社エス・アンド・トム,2271101996,月～土,12/29～1/3を除く,10,,
222038,,静岡県,沼津市,ハートフルケアさくら本店事業所,ハートフルケアサクラホンテンジギョウショ,訪問介護,沼津市大岡３２２８番地の７,,,,055-941-7528,,055-941-7529,,ハートフルケアさくら合同会社,2271102002,月～金,12/29～1/3を除く,-,,
222038,,静岡県,沼津市,居宅介護支援センターさくら,キョタクカイゴシエンセンターサクラ,居宅介護支援,沼津市大岡3228-7,,,,055-924-6767,,055-941-7529,,ハートフルケアさくら合同会社,2271102002,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,ニチイケアセンター　沼津中央,ニチイケアセンター　ヌマヅチュウオウ,訪問入浴介護,沼津市我入道東町１２３－１,,,,055-935-1813,,055-931-2050,,株式会社ニチイ学館,2271102028,月～土,12/30～1/3を除く,-,,
222038,,静岡県,沼津市,ロータスケア居宅介護支援事業所,ロータスケアキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市岡宮443,　城北ハイツ２号館,,,055-957-9393,,055-957-9394,,株式会社内田祥三建築事務所,2271102036,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,ロータスケア訪問介護事業所,ロータスケアホウモンカイゴジギョウショ,訪問介護,沼津市岡宮４４３,　城北ハイツ２号館,,,055-922-3470,,055-957-9394,,株式会社内田祥三建築事務所,2271102036,月～日,,-,,
222038,,静岡県,沼津市,健康いきいきクラブ,ケンコウイキイキクラブ,地域密着型通所介護,沼津市上香貫宮原町1513-6,,,,055-933-3355,,055-933-3357,,株式会社S＆C,2271102044,月～土,国民の休日、夏季休暇及び12/29～1/3を除く,10,,
222038,,静岡県,沼津市,デイサービスセンター高砂,デイサービスセンタータカサゴ,地域密着型通所介護,沼津市高砂町2-5,,,,055-941-5682,,055-941-6132,,社会福祉法人博友会,2271102051,月～金,12/31～1/3を除く,15,,
222038,,静岡県,沼津市,高砂居宅介護支援センター,タカサゴキョタクカイゴシエンセンター,居宅介護支援,沼津市高砂町2-5,,,,055-941-5683,,055-941-6134,,社会福祉法人博友会,2271102051,月～金,祝日、12/31～1/3を除く,-,,
222038,,静岡県,沼津市,特別養護老人ホーム高砂,トクベツヨウゴロウジンホームタカサゴ,介護老人福祉施設,沼津市高砂町１番地５,,,,055-941-5681,,055-941-6131,,社会福祉法人博友会,2271102051,月～日,,80,,
222038,,静岡県,沼津市,デイサービス東椎路の家,デイサービスヒガシシイジノイエ,地域密着型通所介護,沼津市東椎路1201-11,,,,055-943-7485,,055-943-7486,,有限会社フェイス,2271102069,月～日,,10,,
222038,,静岡県,沼津市,ベルメディカルケア株式会社　沼津営業所,ベルメディカルケアカブシキガイシャ　ヌマヅエイギョウショ,特定福祉用具販売、福祉用具貸与,沼津市大諏訪８８１－１,,,,055-929-7522,,055-926-7558,,ベルメディカルケア株式会社,2271102085,月～金,祝祭日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,デイサービス「すまいる」,デイサービス「スマイル」,地域密着型通所介護,沼津市下小路町25番地,,,,055-954-1122,,054-954-1121,,株式会社グレースヒル,2271102119,月～土,12/29から1/3を除く,10,,
222038,,静岡県,沼津市,短期入所生活介護　ニューあしたかホーム,タンキニュウショセイカツカイゴ　ニューアシタカホーム,短期入所生活介護,沼津市東椎路１７４２番地の１,,,,055-967-1166,,055-967-3566,,社会福祉法人春風会,2271102127,月～日,,-,,
222038,,静岡県,沼津市,特別養護老人ホーム　ニューあしたかホーム,トクベツヨウゴロウジンホーム　ニューアシタカホーム,介護老人福祉施設,沼津市東椎路１７４２番地の１,,,,055-967-1166,,055-967-3566,,社会福祉法人春風会,2271102127,月～日,,-,,
222038,,静岡県,沼津市,デイサービスあい岡一色,デイサービスアイオカイッシキ,地域密着型通所介護,沼津市岡一色208-14,,,,055-929-1020,,055-929-1021,,有限会社エス・アンド・トム,2271102176,月～土,12/30から1/3を除く,10,,
222038,,静岡県,沼津市,株式会社トーカイ　沼津営業所,カブシキガイシャトーカイ　ヌマヅエイギョウショ,特定福祉用具販売、福祉用具貸与,沼津市大諏訪４９０番地１,,,,055-929-0210,,055-926-7310,,株式会社トーカイ,2271102218,月～金,国民の祝日及び12/31～1/3を除く,-,,
222038,,静岡県,沼津市,「グランドケア東名」訪問介護事業所,「グランドケアトウメイ」ホウモンカイゴジギョウショ,訪問介護,沼津市岡宮1286番地の５,,,,055-924-7111,,055-924-7113,,メイト株式会社,2271102226,月～金,祝祭日、12/30～1/3は除く,-,,
222038,,静岡県,沼津市,ウェルビーイング岡宮,ウェルビーイングオカノミヤ,特定施設入居者生活介護,沼津市岡宮５７５番地の１,,,,055-943-5630,,055-943-5631,,株式会社ウェルビーイング,2271102234,月～日,,60,,
222038,,静岡県,沼津市,サニーライフ沼津　居宅介護支援事業所,サニーライフヌマヅ　キョタクカイゴシエンジギョウショ,居宅介護支援,沼津市白銀町2-1,,,,055-962-3600,,055-962-3601,,株式会社川島コーポレーション,2271102259,月～日,,-,,
222038,,静岡県,沼津市,アイズ介護用品,アイズカイゴヨウヒン,特定福祉用具販売、福祉用具貸与,沼津市高島本町３－１８,マルスン沼津ビル１階,,,055-926-1235,,055-926-1236,,一般社団法人のどか,2271102267,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,サニーウォークケアプランセンター,サニーウォークケアプランセンター,居宅介護支援,沼津市新沢田町7-43,　シティパル新沢田103,,,055-924-8737,,055-928-4533,,株式会社サニーウォーク,2271102283,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,訪問介護事業所アージェント,ホウモンカイゴジギョウショアージェント,訪問介護,沼津市千本西町４０番地,,,,055-946-5728,,055-946-5738,,株式会社アージェント,2271102291,月～日,,-,,
222038,,静岡県,沼津市,デイサービス　アージェント千本,デイサービス　アージェントセンボン,地域密着型通所介護,沼津市千本西町40,,,,055-946-5728,,055-946-5738,,株式会社アージェント,2271102309,月～土,12/30～1/3を除く,18,,
222038,,静岡県,沼津市,介護支援ショップ　フィットサポート福祉用具貸与事業所,カイゴシエンショップ　フィットサポートフクシヨウグタイヨジギョウショ,特定福祉用具販売、福祉用具貸与,沼津市西沢田１１１１番地の５,,,,055-943-6917,,055-943-6918,,株式会社フィットサポート,2271102325,月～金,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,通所介護　ちょうどえ～２号館,ツウショカイゴ　チョウドエ－ニゴウカン,通所介護,沼津市岡宮９９７番地の３,,,,055-924-2828,,055-924-2829,,株式会社俊,2271102358,月～日,,25,,
222038,,静岡県,沼津市,レッツ倶楽部　沼津,レッツクラブ　ヌマヅ,地域密着型通所介護,沼津市御幸町20-11,,,,055-946-6101,,055-946-6102,,株式会社ジェイ・ティ,2271102408,月～土,12/31～1/4を除く,月・火・木・金15人、水９人、土10人,,
222038,,静岡県,沼津市,沼津やわらぎ,ヌマヅヤワラギ,訪問介護,沼津市白銀町２－１,,,,055-962-3600,,055-962-3601,,株式会社川島コーポレーション,2271102440,月～日,,-,,
222038,,静岡県,沼津市,株式会社フロンティア　静岡営業所,カブシキガイシャフロンティア　シズオカエイギョウショ,特定福祉用具販売、福祉用具貸与,沼津市上香貫槙島町１２６５番地,,,,055-934-3024,,055-933-0886,,株式会社フロンティア,2271102457,月～土,祝日及び12/30～1/3を除く,-,,
222038,,静岡県,沼津市,デイサービスはまゆう,デイサービスハマユウ,通所介護,沼津市大岡３８８２番地,,,,055-941-5665,,055-941-7624,,株式会社スローライフ,2271102465,月～日,,24,,
222038,,静岡県,沼津市,デイサービス　ルンルン,デイサービス　ルンルン,地域密着型通所介護,沼津市岡宮1111,,,,055-922-1225,,055-922-1226,,株式会社内田祥三建築事務所,2271102499,月～金,12/29～1/3を除く,18,,
222038,,静岡県,沼津市,えがわ医院居宅介護支援事業所,エガワイインキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市高島本町12-20,,,,055-928-4136,,055-921-5173,,ソレイユコーポレーション株式会社,2271102507,月～金,祝日、12/28～1/3、8/11～8/15を除く,-,,
222038,,静岡県,沼津市,デイサービスひとつ,デイサービスヒトツ,地域密着型通所介護,沼津市青野315-1,,,,055-955-7330,,055-955-7331,,株式会社パワー・オブ・ワン,2271102515,月～日,12/31～1/3は除く,13,,
222038,,静岡県,沼津市,ホームヘルプサービスひとつ,ホームヘルプサービスヒトツ,訪問介護,沼津市青野３１５番地の１,,,,055-955-7330,,055-955-7331,,株式会社パワー・オブ・ワン,2271102515,月～日,12/31～1/3を除く,-,,
222038,,静岡県,沼津市,在宅ケアかどいけ,ザイタクケアカドイケ,訪問介護,沼津市大岡３１９６－１,Ｂ－１０１,,,055-994-9841,,055-994-9842,,在宅ケアサービスかどいけ合同会社,2271102531,月～土,12/30～1/4を除く,-,,
222038,,静岡県,沼津市,ケアステーションあさひ沼津片浜,ケアステーションアサヒヌマヅカタハマ,通所介護,沼津市松長３０２番地３,,,,055-969-2520,,055-968-5787,,株式会社ヴァティー,2271102556,月～日,,35,,
222038,,静岡県,沼津市,友愛みなとデイサービス,ユウアイミナトデイサービス,地域密着型通所介護,沼津市千本東町33,,,,055-955-7717,,055-933-2605,,特定非営利活動法人友愛ホーム,2271102564,月～土,12/31～1/3を除く,10,,
222038,,静岡県,沼津市,友愛居宅介護支援事業所,ユウアイキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市千本東町33,,,,055-928-7762,,055-928-7775,,特定非営利活動法人友愛ホーム,2271102564,月～金,12/31～1/3を除く,-,,
222038,,静岡県,沼津市,友愛訪問介護サービス,ユウアイホウモンカイゴサービス,訪問介護,沼津市千本東町３３,,,,055-928-7761,,055-928-7775,,特定非営利活動法人友愛ホーム,2271102564,日～土,12/31～1/3までは、電話等により２４時間常時連絡が可能な体制とする,-,,
222038,,静岡県,沼津市,ケアステーションこころ沼津大岡,ケアステーションココロヌマヅオオオカ,訪問介護,沼津市大岡１６７番１号,　ひばりヶ丘マンションＤ１０１号室,,,055-941-9203,,055-941-9205,,ＫＴＳ株式会社,2271102572,月～金,1/1～1/3は除く,-,,
222038,,静岡県,沼津市,ホームケアサービスこころ,ホームケアサービスココロ,居宅介護支援,沼津市大岡167-1,　ひばりヶ丘マンションD棟103号室,,,055-941-9203,,055-941-9204,,ＫＴＳ株式会社,2271102572,月～金,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,ホームケアサービスこころ,ホームケアサービスココロ,特定福祉用具販売、福祉用具貸与,沼津市大岡１０８０番地,,,,055-939-5222,,055-939-5223,,ＫＴＳ株式会社,2271102572,月～金,祝日・8/15～8/17・12/30～1/3は除く,-,,
222038,,静岡県,沼津市,デイサービス下香貫の家,デイサービスシモカヌキノイエ,地域密着型通所介護,沼津市下香貫前原1484-7,,,,055-955-7951,,055-955-7952,,有限会社フェイス,2271102598,月～日,,13,,
222038,,静岡県,沼津市,ケアステーションあさひ沼津香貫,ケアステーションアサヒヌマヅカヌキ,通所介護,沼津市上香貫二瀬川町１４８６番１４,,,,055-933-3177,,055-933-3178,,株式会社ヴァティー,2271102606,月～日,,35,,
222038,,静岡県,沼津市,あしたかホーム　ホームヘルプサービス,アシタカホーム　ホームヘルプサービス,訪問介護,沼津市東椎路１６３９番地の１,,,,055-967-8560,,055-967-3566,,社会福祉法人春風会,2271102655,月～土,12/31～1/3は除く,-,,
222038,,静岡県,沼津市,居宅介護支援事業所まぁる,キョタクカイゴシエンジギョウショマァル,居宅介護支援,沼津市下香貫宮脇151-1,　サンライフセラM102,,,055-933-6056,,055-933-6057,,株式会社ポジティブ・ケアワークス,2271102663,月～金,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,訪問介護まぁる,ホウモンカイゴマァル,訪問介護,沼津市下香貫宮脇151－1,サンライフセラＭ102,,,055-933-6056,,055-933-6057,,株式会社ポジティブ・ケアワークス,2271102663,月～金,国民の祝日、12/30～1/3までは休業,-,,
222038,,静岡県,沼津市,ル・グランケアプランセンター,ル・グランケアプランセンター,居宅介護支援,沼津市大岡1043-28,,,,055-934-5887,,055-941-5057,,株式会社　ル・グラン,2271102671,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,ル・グランパートナー,ル・グランパートナー,福祉用具貸与,沼津市大岡１０４３番地２８,,,,055-934-5877,,055-941-5057,,株式会社　ル・グラン,2271102671,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,ケアプランセンターひまわり,ケアプランセンターヒマワリ,居宅介護支援,沼津市原1535-1,,,,055-955-8083,,055-955-8084,,ひまわり株式会社,2271102697,月～金,祝日、8/12～8/15、12/30～1/5を除く,-,,
222038,,静岡県,沼津市,ヘルパーステーションひまわり,ヘルパーステーションヒマワリ,訪問介護,沼津市原1535番地の１,,,,055-955-8083,,055-955-8084,,ひまわり株式会社,2271102697,月～金,祝日及び8/12～8/15、12/30～1/5を除く,-,,
222038,,静岡県,沼津市,クサガヤ　訪問介護事業所,クサガヤ　ホウモンカイゴジギョウショ,訪問介護,沼津市鳥谷５－１,,,,055-967-0505,,055-967-2973,,株式会社クサガヤ急送,2271102713,月～金　,祝日、12/29～1/4及び8/14～8/17を除く,-,,
222038,,静岡県,沼津市,デイサービス　トラス,デイサービス　トラス,通所介護,沼津市北園町３－１２,,,,055-922-6055,,055-922-6056,,株式会社トラス,2271102721,月～土と祝祭日,12/30～1/3を除く,20,,
222038,,静岡県,沼津市,デイサービス輝寿,デイサービスキジュ,地域密着型通所介護,沼津市松長51-8,,,,055-955-8568,,055-955-8569,,合同会社輝寿,2271102739,月～日,12/31～1/3を除く,10,,
222038,,静岡県,沼津市,オーチャード沼津,オーチャードヌマヅ,居宅介護支援,沼津市新宿町9-5,,,,055-929-6230,,055-924-5711,,オーチャード・ケア株式会社,2271102747,月～金,,-,,
222038,,静岡県,沼津市,オーチャード沼津,オーチャードヌマヅ,特定施設入居者生活介護,沼津市新宿町９番地の５,,,,055-929-6230,,055-924-5711,,オーチャード・ケア株式会社,2271102747,月～日,,62,,
222038,,静岡県,沼津市,アスモ介護サービス錦,アスモカイゴサービスニシキ,訪問介護,沼津市西間門４７０－１,,,,055-964-0887,,055-964-0888,,株式会社アスモ介護サービス,2271102754,月～日,,-,,
222038,,静岡県,沼津市,自立サポートセンターぶるーすかい,ジリツサポートセンターブルースカイ,訪問介護,沼津市錦町６７５番地の１６,　勝呂ビルＢ,,,055-955-8857,,055-955-8857,,合同会社ぶるーすかい,2271102796,月～金,国民の祝日、12/28～1/4を除く,-,,
222038,,静岡県,沼津市,ケアハウスやまぼうし,ケアハウスヤマボウシ,特定施設入居者生活介護,沼津市足高２５１番地の７,,,,055-925-2660,,055-925-2661,,社会福祉法人博友会,2271102804,月～日,,60,,
222038,,静岡県,沼津市,沼津ショートステイそよ風,ヌマヅショートステイソヨカゼ,短期入所生活介護,沼津市岡宮１１５９,,,,055-929-1127,,055-929-1128,,株式会社ユニマットリタイアメント･コミュニティ,2271102838,月～日,,45,,
222038,,静岡県,沼津市,ショートステイ　ノアノア,ショートステイ　ノアノア,短期入所生活介護,沼津市大平字出水２８０４番１,,,,055-933-7521,,055-933-7502,,社会福祉法人ウェルネスケア,2271102846,月～日,,20,,
222038,,静岡県,沼津市,デイサービス　のあのあ,デイサービス　ノアノア,通所介護,沼津市大平字出水２８０４番１,,,,055-933-7520,,055-933-7502,,社会福祉法人ウェルネスケア,2271102846,月～土,1/1～1/3を除く,23,,
222038,,静岡県,沼津市,リゾートハウス　サワディー,リゾートハウス　サワディー,地域密着型通所介護,沼津市大平字大久保2233-3,,,,055-955-9261,,055-955-9262,,特定非営利活動法人　優輪会,2271102861,月～金,12/30から1/3を除く,10,,
222038,,静岡県,沼津市,特別養護老人ホーム　炉暖の郷,トクベツヨウゴロウジンホーム　ロダンノサト,介護老人福祉施設,沼津市足高字尾上２４番２４,,,,055-927-3939,,055-922-0889,,社会福祉法人　炉暖会,2271102879,月～日,,66,,ユニット型
222038,,静岡県,沼津市,ライフケアセンターよつば,ライフケアセンターヨツバ,特定施設入居者生活介護,沼津市吉田町１５番７号,,,,055-935-6166,,055-933-2201,,一般社団法人よつば,2271102895,月～日,,21,,
222038,,静岡県,沼津市,訪問介護サービスＳＯＲＡ,ホウモンカイゴサービスソラ,訪問介護,沼津市中瀬町３番３３号,,,,055-933-1123,,055-957-8213,,合同会社ＳＯＲＡ,2271102903,月～金,国民の祝日（振替休日を含む）及び年末年始（12/30から1/3）を除く,-,,
222038,,静岡県,沼津市,デイサービスやすらぎ,デイサービスヤスラギ,地域密着型通所介護,沼津市住吉町5-18,,,,055-931-6162,,055-931-6196,,株式会社ＡＲＣ,2271102929,月～土,12/30～1/4を除く,18,,
222038,,静岡県,沼津市,デイサロン・エスコート　参番館,デイサロン・エスコート　サンバンカン,地域密着型通所介護,沼津市下香貫楊原762-21,,,,055-935-0330,,055-935-0332,,特定非営利活動法人絆,2271102937,月～日,,月～土15人、日13人,,
222038,,静岡県,沼津市,居宅介護支援センター　エスコート,キョタクカイゴシエンセンター　エスコート,居宅介護支援,沼津市楊原764-1,,,,055-935-0331,,055-935-0332,,特定非営利活動法人絆,2271102937,月～金,12/30～1/3を除く,-,,
222038,,静岡県,沼津市,リハビリデイ　あかつき,リハビリデイ　アカツキ,通所介護,沼津市高島本町１２番２０号,,,,055-928-7288,,055-921-5173,,ソレイユコーポレーション株式会社,2271102978,月～土,祝祭日、お盆休み（8/13～8/17）、年末年始（12/29～1/3）を除く,20,,
222038,,静岡県,沼津市,はら居宅介護支援事業所,ハラキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市原町中2丁目7-11　101号,,,,055-941-8333,,055-941-8334,,社会福祉法人春風会,2271103000,月～土,12/31～1/3を除く,-,,
222038,,静岡県,沼津市,ケアコンシェル　ふれみあ,ケアコンシェル　フレミア,居宅介護支援,沼津市岡宮１２７７－５１,,,,055-924-7652,,055-924-7651,,株式会社Ｓクリエイト,2271103034,月～金,12/29から1/3、祝祭日を除く,-,,
222038,,静岡県,沼津市,大岡居宅介護支援事業所,オオオカキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市岡宮1147-8,,,,055-939-6701,,055-939-6711,,社会福祉法人　駿河厚生会,2271103042,月～金,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,ル・グランヘルパーステーション,ル・グランヘルパーステーション,訪問介護,沼津市大岡１０４３－２８,,,,055-968-1800,,055-968-1801,,株式会社　ル・グラン,2271103059,月～日,,-,,
222038,,静岡県,沼津市,クローバー,クローバー,訪問介護,沼津市大岡3317,,,,055-924-0710,,055-924-0716,,株式会社クローバー,2271103067,日～土,,-,,
222038,,静岡県,沼津市,デイサービス　アリスガーデン豊町,デイサービス　アリスガーデンユタカチョウ,通所介護,沼津市豊町１２番３,,,,055-939-7007,,055-939-5889,,株式会社エーワイ,2271103075,月～金,ただし、祝日、12/29～1/3、8/13～8/15を除く,28,,
222038,,静岡県,沼津市,訪問介護事業所アリスガーデン,　ホウモンカイゴジギョウショアリスガーデン,訪問介護,沼津市豊町１２番３,,,,055-939-5888,,055-939-5889,,株式会社エーワイ,2271103075,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,デイサービス　さん・さぽーと,デイサービス　サン・サポート,通所介護,沼津市岡宮字洞畑９９１番地３０,,,,055-955-4114,,055-994-9466,,株式会社サン・サポート,2271103091,日～土,,28,,
222038,,静岡県,沼津市,訪問介護ステーション　さん・さぽーと,ホウモンカイゴステーション　サン・サポート,訪問介護,沼津市岡宮９９１番地３０,,,,055-955-4114,,055-994-9466,,株式会社サン・サポート,2271103109,月～日,,-,,
222038,,静岡県,沼津市,有限会社サンパックケアサービス,ユウゲンガイシャサンパックケアサービス,福祉用具貸与,沼津市志下１６８番地の２,,,,055-935-6389,,,,有限会社サンパックケアサービス,2271103117,月～土,12/29～1/3までを除く,-,,
222038,,静岡県,沼津市,有限会社サンパックケアサービス,ユウゲンガイシャサンパックケアサービス,特定福祉用具販売,沼津市志下１６８番地の２,,,,055-935-6389,,055-935-6385,,有限会社サンパックケアサービス,2271103117,月～土,祝日及び12/29～1/3までを除く,-,,
222038,,静岡県,沼津市,オーチャード沼津,オーチャードヌマヅ,通所介護,沼津市新宿町９番地の５,,,,055-929-6230,,055-924-5711,,オーチャード・ケア株式会社,2271103125,月～土,年末年始12/30～1/3を除く,25,,
222038,,静岡県,沼津市,グランドケア花園ケアプランセンター,グランドケアハナゾノケアプランセンター,居宅介護支援,沼津市花園町1-4,　フローデンスエトー1階,,,055-939-7712,,055-939-7713,,メイト株式会社,2271103133,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,グランドケア花園デイサービスセンター,グランドケアハナゾノデイサービスセンター,通所介護,沼津市花園町１－４,フローデンスエトー１階,,,055-924-7111,,055-924-7113,,メイト株式会社,2271103133,月～金,12/29～1/3を除く,25,,
222038,,静岡県,沼津市,WeLS株式会社,ＷｅＬＳカブシキガイシャ,特定福祉用具販売、福祉用具貸与,沼津市若葉町１番56号,,,,055-946-5200,,055-946-5320,,WeLS株式会社,2271103174,月～金,祝日・12/30～1/3は除く,-,,
222038,,静岡県,沼津市,フェニックス居宅介護支援事業所,フェニックスキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市共栄町10-5,,,,055-929-9233,,055-929-9234,,株式会社フェニックス,2271103182,月～金,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,フェニックス訪問介護事業所,フェニックスホウモンカイゴジギョウショ,訪問介護,沼津市共栄町１０番地の５,,,,055-929-9233,,055-929-9234,,株式会社フェニックス,2271103182,月～金,12/30～1/3を除く,-,,
222038,,静岡県,沼津市,あおい訪問介護ステーション,アオイホウモンカイゴステーション,訪問介護,沼津市高島本町１６－１６,高島本町ビル２階,,,055-924-3871,,055-926-6730,,株式会社イー・ケア,2271103190,月～日,,-,,
222038,,静岡県,沼津市,訪問介護ステーション風の杜,ホウモンカイゴステーションカゼノモリ,訪問介護,沼津市東原５６０－１,,,,055-928-5887,,055-928-6337,,医療法人友愛会,2271103208,月～日,,-,,
222038,,静岡県,沼津市,デイサービスラスベガス沼津大岡,デイサービスラスベガスヌマヅオオオカ,通所介護,沼津市大岡字太田２１４７－１,,,,055-939-5028,,055-939-5027,,タムラホールディングス株式会社,2271103216,月～金,12/31～1/3を除く,20,,
222038,,静岡県,沼津市,風の杜居宅介護支援事業所,カゼノモリキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市東原560-1,,,,090-7304-3214,,055-928-6337,,医療法人　友愛会,2271103232,月～金,祝日、年末年始を除く,-,,
222038,,静岡県,沼津市,居宅介護支援事業所「まえむきの花」,キョタクカイゴシエンジギョウショマエムキノハナ,居宅介護支援,沼津市大岡3428-5,,,,055-922-1155,,055-922-1175,,有限会社まえむき,2271103240,月～金,12/30～1/3を除く,-,,
222038,,静岡県,沼津市,かなおか在宅介護支援センター,カナオカザイタクカイゴシエンセンター,居宅介護支援,沼津市西沢田431-11,,,,055-921-1730,,055-921-1797,,Ｋ’ｓライフサービス株式会社,2271103257,月～金,祝日、12/29～1/4を除く,-,,
222038,,静岡県,沼津市,ケアハウス沼津南陽光園,ケアハウスヌマヅミナミヨウコウエン,特定施設入居者生活介護,沼津市下香貫字浜田２９８５番１,,,,055-933-2200,,055-933-2220,,社会福祉法人珀寿会,2271103265,月～日,,60,,
222038,,静岡県,沼津市,ショートステイ沼津南陽光園,ショートステイヌマヅミナミヨウコウエン,短期入所生活介護,沼津市下香貫字浜田２９８５番１,,,,055-933-2200,,055-933-2220,,社会福祉法人珀寿会,2271103265,月～日,,-,,
222038,,静岡県,沼津市,デイサービスセンター　沼津南陽光園,デイサービスセンター　ヌマヅミナミヨウコウエン,通所介護,沼津市下香貫字浜田２９８５番１,,,,055-933-2200,,055-933-2220,,社会福祉法人珀寿会,2271103265,月～金,12/30～1/3を除く,25,,
222038,,静岡県,沼津市,居宅介護支援事業所　沼津南陽光園,キョタクカイゴシエンジギョウショ　ヌマヅミナミヨウコウエン,居宅介護支援,沼津市下香貫字浜田2985-1,,,,055-933-2200,,055-933-2220,,社会福祉法人珀寿会,2271103265,月～金,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,在宅介護センターアイケア沼津,ザイタクカイゴセンターアイケアヌマヅ,訪問介護,沼津市沢田町１０番１２号,,,,055-929-2388,,055-929-2389,,株式会社アイケア,2271103273,月～金,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,ケアセンターすこやか,ケアセンタースコヤカ,居宅介護支援,沼津市住吉町5-18,,,,055-931-6162,,055-931-6196,,株式会社ARC,2271103281,月～金,祝日、夏季休業、年末年始を除く,-,,
222038,,静岡県,沼津市,ニチイケアセンター　山王,ニチイケアセンター　サンノウ,訪問介護,沼津市平町７－２７,　渡辺ビル１階,,,055-954-2862,,055-963-7527,,株式会社ニチイ学館,2271103299,月～金,国民の祝日・年末年始（12/30～1/3）を除く,-,,
222038,,静岡県,沼津市,ニチイケアセンター　はら,ニチイケアセンター　ハラ,訪問介護,沼津市原町添１１６５－２,サザンテラス大橋－Ａ,,,055-969-7070,,055-967-0878,,株式会社ニチイ学館,2271103307,月～金,国民の祝日・年末年始（12/30～1/3）を除く（休日であってもサービスの提供を行うことがあるものとする。）,-,,
222038,,静岡県,沼津市,エミーズ東間門,エミーズヒガシマカド,短期入所生活介護,沼津市東間門６２５－６,,,,055-962-1285,,055-962-1284,,株式会社ザ・サンパワー,2271103315,月～日,,50,,
222038,,静岡県,沼津市,エミーズ東間門,エミーズヒガシマカド,通所介護,沼津市東間門６２５－６,,,,055-962-1285,,055-962-1284,,株式会社ザ・サンパワー,2271103315,月～土、祝,12/29～1/3を除く,40,,
222038,,静岡県,沼津市,エミーズ原,エミーズハラ,通所介護,沼津市大塚１１３４,,,,055-967-1285,,055-967-1295,,株式会社ザ・サンパワー,2271103331,月～土、祝,12/31～1/3を除く,50,,
222038,,静岡県,沼津市,訪問介護　テレサ,ホウモンカイゴ　テレサ,訪問介護,沼津市原１７８６番地の２,,,,055-969-2008,,055-969-2028,,合同会社テレサ,2271103349,月～金,12/29～1/3を除く,-,,
